brand,model,car_name,car_category,  price  ,trim,  kilometers  ,year, vehicle_age_years ,regional_specs,doors,body_type,fuel_type,seating_capacity,transmission_type,engine_capacity_cc,horsepower,no_of_cylinders,exterior_color,interior_color,warranty,address,country,city,area_name,location_name,seller_type,lat,long
Audi,RS Q8,Audi Rs Q8,Premium_fullsize_SUV,"399,000",Other,"63,000",2021,3,European Specs,5,SUV,Petrol,5,Automatic Transmission,,500 - 599,8,Black,Tan,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1524105,55.2340999
Audi,RS Q8,Audi Rs Q8,Premium_fullsize_SUV,"399,000",Other,"63,000",2021,3,European Specs,5,SUV,Petrol,5,Automatic Transmission,,500 - 599,8,Black,Tan,Yes,"Al Safa, Dubai, UAE",UAE,Dubai,Al Safa,,Dealer,25.1524105,55.2340999
Toyota,Camry,Toyota Camry,Mid_sized_car,"110,000",Limited,  -    ,2022,2,Other,4,Sedan,Petrol,5,Automatic Transmission,3500 - 3999,200 - 299,6,White,Beige,Does not apply,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1790137,55.379422
Toyota,Camry,Toyota Camry,Mid_sized_car,"110,000",SE,  -    ,2023,1,Other,4,Sedan,Hybrid,5,Automatic Transmission,2500 - 2999,200 - 299,4,Grey,Black,Does not apply,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1790137,55.379422
Lexus,ES-Series,Lexus Es-Series,Premium_midsized_car,"110,000",300 h,"58,000",2021,3,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999,100 - 199,4,White,Beige,Does not apply,"Al Jurf 1, Al Jurf, Ajman, UAE",UAE,Ajman,Al Jurf,Al Jurf 1,Dealer,25.1790137,55.379422
Cadillac,Escalade,Cadillac Escalade,Premium_fullsize_SUV,"395,000",ESV Platinum,"32,000",2023,1,European Specs,5,SUV,Petrol,7,Automatic Transmission,Unknown,400 - 499,8,Silver,Black,No,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Mercedes-Benz,GLK-Class,Mercedes-Benz Glk-Class,Compact_Midsize_SUV,"58,000",GLK 250,"74,000",2015,9,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,Unknown,4,Red,Beige,No,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.343567,55.473511
Tesla,Model X,Tesla Model X,Premium_fullsize_SUV,"395,000",Plaid,"28,000",2023,1,GCC Specs,5,SUV,Electric,6,Automatic Transmission,Unknown,900+,,Grey,White,Yes,"Arabian Ranches 3, Dubai, UAE",UAE,Dubai,Arabian Ranches 3,,Owner,25.1177213,55.2357807
Tesla,Model X,Tesla Model X,Premium_fullsize_SUV,"395,000",Plaid,"28,000",2023,1,GCC Specs,5,SUV,Electric,6,Automatic Transmission,Unknown,900+,,Grey,White,Yes,"Arabian Ranches 3, Dubai, UAE",UAE,Dubai,Arabian Ranches 3,,Owner,25.1177213,55.2357807
Honda,CR-V,Honda Cr-V,Compact_Midsize_SUV,"58,000",EX Plus,"79,000",2016,8,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Burgundy,Beige,No,"Al Muraqqabat, Deira, Dubai, UAE",UAE,Dubai,Deira,Al Muraqqabat,Dealer,25.2675454,55.3214834
Audi,S4/RS4,Audi S4/Rs4,Premium_perf_compact,"110,000",RS,"151,650",2015,9,GCC Specs,5,Wagon,Petrol,5,Automatic Transmission,4000+,400 - 499,8,Black,Black,No,"JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE",UAE,Dubai,Jumeirah Village Circle (JVC),JVC District 15,Owner,,
Audi,S4/RS4,Audi S4/Rs4,Premium_perf_compact,"110,000",RS,"151,650",2015,9,GCC Specs,5,Wagon,Petrol,5,Automatic Transmission,4000+,400 - 499,8,Black,Black,No,"JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE",UAE,Dubai,Jumeirah Village Circle (JVC),JVC District 15,Owner,,
BMW,M5,Bmw M5,Premium_perf_midsize_car,"110,000",M5 Competition,"130,000",2007,17,GCC Specs,4,Sports Car,Petrol,5,Automatic Transmission,4000+,500 - 599,10,White,White,No,"Abu Dhabi, UAE",UAE,Abu Dhabi,,,Owner,25.1524105,55.2340999
BMW,M5,Bmw M5,Premium_perf_midsize_car,"110,000",M5 Competition,"130,000",2007,17,GCC Specs,4,Sports Car,Petrol,5,Automatic Transmission,4000+,500 - 599,10,White,White,No,"Abu Dhabi, UAE",UAE,Abu Dhabi,,,Owner,25.1524105,55.2340999
Mercedes-Benz,C-Class,Mercedes-Benz C-Class,Premium_compact,"110,000",C300 Luxury,"9,500",2021,3,American Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Grey,Black,No,"Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,,Owner,25.2692794,55.3870978
Mercedes-Benz,C-Class,Mercedes-Benz C-Class,Premium_compact,"110,000",C300 Luxury,"9,500",2021,3,American Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Grey,Black,No,"Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,,Owner,25.2692794,55.3870978
Infiniti,QX60,Infiniti Qx60,Full_sized_SUV,"110,000",Luxury,"77,100",2020,4,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3000 - 3499,200 - 299,6,Black,Unknown,No,"Dubai, UAE",UAE,Dubai,,,Owner,25.177447,55.5695341
Jaguar,F-Type,Jaguar F-Type,Premium_perf_midsize_car,"110,000",Standard,"102,000",2016,8,GCC Specs,3,Coupe,Petrol,2,Automatic Transmission,,400 - 499,6,Black,Unknown,No,"Dubai, UAE",UAE,Dubai,,,Owner,25.0742824,55.1885387
Jaguar,F-Type,Jaguar F-Type,Premium_perf_midsize_car,"110,000",Standard,"102,000",2016,8,GCC Specs,3,Coupe,Petrol,2,Automatic Transmission,,400 - 499,6,Black,Unknown,No,"Dubai, UAE",UAE,Dubai,,,Owner,25.0742824,55.1885387
BMW,3-Series,Bmw 3-Series,Premium_compact,"110,000",320i,"36,000",2020,4,Japanese Specs,4,Sedan,Petrol,4,Automatic Transmission,1500 - 1999,200 - 299,4,White,Black,No,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.096326,55.1984022
Renault,Koleos,Renault Koleos,Compact_Midsize_SUV,"58,000",SE,"110,630",2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2500 - 2999,100 - 199,4,Silver,Brown,No,"Dubai Silicon Oasis (DSO), Dubai, UAE",UAE,Dubai,Dubai Silicon Oasis (DSO),,Dealer,25.2692794,55.3870978
Mercedes-Benz,GLE-Class,Mercedes-Benz Gle-Class,Premium_fullsize_SUV,"393,000",GLE 450,  -    ,2024, -   ,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Black,Tan,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Dealer,25.1524105,55.2340999
MINI,Countryman,Mini Countryman,Premium_subcompact,"110,000",Cooper S,"41,779",2020,4,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,100 - 199,4,Black,Beige,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.2913041,55.3744578
Renault,Koleos,Renault Koleos,Compact_Midsize_SUV,"58,000",SE,"110,630",2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2500 - 2999,100 - 199,4,Silver,Brown,No,"Dubai Silicon Oasis (DSO), Dubai, UAE",UAE,Dubai,Dubai Silicon Oasis (DSO),,Dealer,25.2692794,55.3870978
Ford,F-Series Pickup,Ford F-Series Pickup,Full_sized_pick_up,"266,000",SVT Raptor,"62,839",2021,3,GCC Specs,4,Pick Up Truck,Petrol,5,Automatic Transmission,3500 - 3999,400 - 499,6,Blue,Black,Yes,"Al Raha Beach, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Raha Beach,,Dealer,25.2692794,55.3870978
Land Rover,Defender,Land Rover Defender,Premium_fullsize_SUV,"393,000",110 X,400,2023,1,Other,4,SUV,Petrol,5,Automatic Transmission,4000+,400 - 499,6,Black,Unknown,Yes,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,Dealer,25.1790137,55.379422
Mercedes-Benz,GLE Coupe,Mercedes-Benz Gle Coupe,Premium_fullsize_SUV,"392,000",GLE 63 S AMG,"74,085",2021,3,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,300 - 399,8,Black,Unknown,Yes,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Land Rover,Range Rover Sport,Land Rover Range Rover Sport,Full_sized_SUV,"110,000",Other,"117,078",2015,9,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,,6,Black,Black,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.1524105,55.2340999
Land Rover,Range Rover Sport,Land Rover Range Rover Sport,Full_sized_SUV,"110,000",Other,"117,078",2015,9,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,,6,Black,Black,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.1524105,55.2340999
Land Rover,Defender,Land Rover Defender,Premium_fullsize_SUV,"390,000",90 X,"9,645",2023,1,GCC Specs,3,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Black,Brown,Yes,"Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,,Dealer,25.1790137,55.379422
BMW,X6,Bmw X6,Premium_fullsize_SUV,"389,500",Xdrive50i,"23,000",2022,2,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,Black,Unknown,Yes,"Creek Rise, Dubai Creek Harbour, Dubai, UAE",UAE,Dubai,Dubai Creek Harbour,Creek Rise,Owner,25.1524105,55.2340999
BMW,X6,Bmw X6,Premium_fullsize_SUV,"389,500",Xdrive50i,"23,000",2022,2,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,Black,Unknown,Yes,"Creek Rise, Dubai Creek Harbour, Dubai, UAE",UAE,Dubai,Dubai Creek Harbour,Creek Rise,Owner,25.1524105,55.2340999
Renault,Koleos,Renault Koleos,Compact_Midsize_SUV,"58,000",SE,"110,630",2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2500 - 2999,100 - 199,4,Silver,Brown,No,"Dubai Silicon Oasis (DSO), Dubai, UAE",UAE,Dubai,Dubai Silicon Oasis (DSO),,Dealer,25.2692794,55.3870978
Mercedes-Benz,C-Class,Mercedes-Benz C-Class,Premium_compact,"110,000",C200 Avantgarde,"93,000",2019,5,GCC Specs,5,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Grey,Unknown,Yes,"Al Awir, Dubai, UAE",UAE,Dubai,Al Awir,,Dealer,25.2692794,55.3870978
BMW,X6,Bmw X6,Premium_fullsize_SUV,"389,500",Xdrive50i,"23,000",2022,2,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,Black,Unknown,Yes,"Creek Rise, Dubai Creek Harbour, Dubai, UAE",UAE,Dubai,Dubai Creek Harbour,Creek Rise,Owner,25.1524105,55.2340999
Lexus,IS300,Lexus Is300,Premium_compact,"110,000",Other,"42,000",2021,3,American Specs,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499,900+,6,Grey,Unknown,Yes,"Al Zaab, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Zaab,,Owner,,
Mercedes-Benz,V-Class,Mercedes-Benz V-Class,Compact_pick_up,"110,000",V 250,"185,000",2018,6,GCC Specs,4,Van,Petrol,7,Automatic Transmission,2000 - 2499,200 - 299,4,Grey,Other Color,No,"Al Mushrif, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Mushrif,,Owner,25.217623,55.2782831
Mercedes-Benz,V-Class,Mercedes-Benz V-Class,Compact_pick_up,"110,000",V 250,"185,000",2018,6,GCC Specs,4,Van,Petrol,7,Automatic Transmission,2000 - 2499,200 - 299,4,Grey,Other Color,No,"Al Mushrif, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Mushrif,,Owner,25.217623,55.2782831
Hyundai,Palisade,Hyundai Palisade,Full_sized_SUV,"110,000",3.8 V6 4WD,"21,000",2022,2,Canadian Specs,5,Crossover,Petrol,7,Automatic Transmission,,200 - 299,6,Black,White,No,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,Owner,25.1790137,55.379422
Mazda,CX-5,Mazda Cx-5,Compact_Midsize_SUV,"58,000",Base,"137,904",2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2500 - 2999,100 - 199,4,White,Black,No,"DAMAC Hills, Dubai, UAE",UAE,Dubai,DAMAC Hills,,Dealer,24.983077,55.153063
Toyota,Land Cruiser,Toyota Land Cruiser,Premium_fullsize_SUV,"389,000",Other,  -    ,2024, -   ,GCC Specs,4,SUV,Petrol,4,Automatic Transmission,4000+,400 - 499,6,Black,Other Color,Yes,"The Springs 10, The Springs, Dubai, UAE",UAE,Dubai,The Springs,The Springs 10,Owner,25.058063,55.180799
Mazda,CX-5,Mazda Cx-5,Compact_Midsize_SUV,"58,000",Base,"137,904",2019,5,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2500 - 2999,100 - 199,4,White,Black,No,"DAMAC Hills, Dubai, UAE",UAE,Dubai,DAMAC Hills,,Dealer,24.983077,55.153063
Land Rover,Range Rover,Land Rover Range Rover,Premium_fullsize_SUV,"389,000",SV Autobiography,"61,000",2020,4,European Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,Black,Unknown,Yes,"Business Bay, Dubai, UAE",UAE,Dubai,Business Bay,,Dealer,25.266173,55.3377718
MINI,Cooper,Mini Cooper,Mini_compact,"110,000",Cooper S,"51,491",2021,3,GCC Specs,3,Hatchback,Petrol,4,Automatic Transmission,1000 - 1499,100 - 199,3,White,Other Color,No,"Al Quoz 1, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 1,Certified Pre-Owned,25.2692794,55.3870978
Mercedes-Benz,GLS-Class,Mercedes-Benz Gls-Class,Premium_fullsize_SUV,"389,000",GLS 580,"37,000",2021,3,Japanese Specs,5,SUV,Petrol,8,Automatic Transmission,4000+,300 - 399,8,Black,Brown,Does not apply,"Al Awir, Dubai, UAE",UAE,Dubai,Al Awir,,Dealer,25.1524105,55.2340999
Mitsubishi,Pajero,Mitsubishi Pajero,Full_sized_SUV,"110,900",GLS,"20,524",2020,4,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3500 - 3999,200 - 299,6,White,Unknown,Yes,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,24.985235,55.048181
Mitsubishi,Pajero,Mitsubishi Pajero,Full_sized_SUV,"110,900",GLS,"20,524",2020,4,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3500 - 3999,200 - 299,6,White,Unknown,Yes,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,24.985235,55.048181
Honda,CR-V,Honda Cr-V,Compact_Midsize_SUV,"58,000",LX,"229,900",2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,1500 - 1999,100 - 199,4,Grey,Black,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Owner,25.2675454,55.3214834
Honda,CR-V,Honda Cr-V,Compact_Midsize_SUV,"58,000",LX,"229,900",2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,1500 - 1999,100 - 199,4,Grey,Black,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Owner,25.2675454,55.3214834
Nissan,Altima,Nissan Altima,Mid_sized_car,"111,000",SR,  -    ,2023,1,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,100 - 199,4,White,Black,Yes,"Al Awir, Dubai, UAE",UAE,Dubai,Al Awir,,Dealer,25.0786415,55.1352524
Hyundai,Santa Fe,Hyundai Santa Fe,Compact_Midsize_SUV,"58,000",GLS,"121,000",2018,6,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,2000 - 2499,200 - 299,4,White,Beige,No,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.1790137,55.379422
Bufori,MK III,Bufori Mk Iii,Premium_fullsized_car,"249,990",La Joya,"34,000",2015,9,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,2500 - 2999,100 - 199,6,Silver,Tan,No,"Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE",UAE,Dubai,Dubai Investment Park (DIP),Dubai Investment Park 1,Dealer,24.983077,55.153063
Jeep,Grand Cherokee,Jeep Grand Cherokee,Full_sized_SUV,"111,000",Limited,"106,000",2019,5,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3500 - 3999,300 - 399,6,White,Beige,Yes,"Mirdif 44 Villas, Uptown Mirdif, Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,Uptown Mirdif,Owner,25.1790137,55.379422
Jeep,Grand Cherokee,Jeep Grand Cherokee,Full_sized_SUV,"111,000",Limited,"106,000",2019,5,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3500 - 3999,300 - 399,6,White,Beige,Yes,"Mirdif 44 Villas, Uptown Mirdif, Mirdif, Dubai, UAE",UAE,Dubai,Mirdif,Uptown Mirdif,Owner,25.1790137,55.379422
BMW,4-Series,Bmw 4-Series,Premium_perf_compact,"111,900",430i,"78,833",2018,6,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Black,Unknown,Yes,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.1524105,55.2340999
Audi,S4/RS4,Audi S4/Rs4,Premium_perf_compact,"111,900",Standard,"94,036",2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,400 - 499,8,Black,Black,No,"Jumeirah Park, Dubai, UAE",UAE,Dubai,Jumeirah Park,,Dealer,,
Audi,S4/RS4,Audi S4/Rs4,Premium_perf_compact,"111,900",Standard,"94,036",2016,8,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,400 - 499,8,Black,Black,No,"Jumeirah Park, Dubai, UAE",UAE,Dubai,Jumeirah Park,,Dealer,,
Lincoln,MKC,Lincoln Mkc,Compact_Midsize_SUV,"58,000",Other,"105,339",2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,White,Black,No,"International City, Dubai, UAE",UAE,Dubai,International City,,Dealer,,
Lincoln,MKC,Lincoln Mkc,Compact_Midsize_SUV,"58,000",Other,"105,339",2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,White,Black,No,"International City, Dubai, UAE",UAE,Dubai,International City,,Dealer,,
Honda,Odyssey,Honda Odyssey,Compact_Midsize_SUV,"58,000",LX,"391,000",2019,5,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,3000 - 3499,300 - 399,6,White,Other Color,Does not apply,"Central Park, City Walk Phase 2, Al Wasl, Dubai, UAE",UAE,Dubai,Al Wasl,City Walk Phase 2,Owner,25.1524105,55.2340999
Toyota,Hiace,Toyota Hiace,Compact_pick_up,"112,000",Commuter Super LWB,"90,000",2021,3,GCC Specs,3,Van,Petrol,8,Manual Transmission,3000 - 3499,300 - 399,6,White,Unknown,Yes,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.1790137,55.379422
Mercedes-Benz,CLA,Mercedes-Benz Cla,Premium_compact,"112,000",Other,"70,000",2020,4,European Specs,4,Sedan,Petrol,4,Automatic Transmission,Unknown,Unknown,4,Black,Unknown,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.2144954,55.4281852
Nissan,X-Trail,Nissan X-Trail,Compact_Midsize_SUV,"58,000",Other,"145,000",2019,5,GCC Specs,5,Wagon,Petrol,7,Automatic Transmission,,200 - 299,4,White,Beige,No,"Al Shamkha, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Shamkha,,Dealer,25.2675454,55.3214834
Mercedes-Benz,CLA,Mercedes-Benz Cla,Premium_compact,"112,000",Other,"70,000",2020,4,European Specs,4,Sedan,Petrol,4,Automatic Transmission,Unknown,Unknown,4,Black,Unknown,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.2144954,55.4281852
BMW,5-Series,Bmw 5-Series,Premium_midsized_car,"112,000",530i,"123,000",2018,6,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2500 - 2999,400 - 499,4,White,Tan,No,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.1524105,55.2340999
Mercedes-Benz,GLS-Class,Mercedes-Benz Gls-Class,Premium_fullsize_SUV,"389,000",GLS 580,"37,000",2021,3,Japanese Specs,5,SUV,Petrol,8,Automatic Transmission,4000+,300 - 399,8,Black,Brown,Does not apply,"Al Awir, Dubai, UAE",UAE,Dubai,Al Awir,,Dealer,25.1524105,55.2340999
Mercedes-Benz,V-Class,Mercedes-Benz V-Class,Compact_pick_up,"112,000",V 250,"207,393",2018,6,GCC Specs,5,Van,Petrol,8,Automatic Transmission,2000 - 2499,200 - 299,4,Black,Beige,No,"Al Khawaneej, Dubai, UAE",UAE,Dubai,Al Khawaneej,,Dealer,25.217623,55.2782831
Toyota,Fortuner,Toyota Fortuner,Full_sized_SUV,"112,000",EXR,"69,000",2022,2,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,2500 - 2999,300 - 399,4,Black,Black,No,"Ras Al Khor Industrial 2, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Owner,24.9775987,55.0910742
Mercedes-Benz,V-Class,Mercedes-Benz V-Class,Compact_pick_up,"112,000",V 250,"207,393",2018,6,GCC Specs,5,Van,Petrol,8,Automatic Transmission,2000 - 2499,200 - 299,4,Black,Beige,No,"Al Khawaneej, Dubai, UAE",UAE,Dubai,Al Khawaneej,,Dealer,25.217623,55.2782831
Land Rover,Range Rover Evoque,Land Rover Range Rover Evoque,Compact_Midsize_SUV,"58,000",Dynamic,"117,000",2017,7,American Specs,4,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,Green,Beige,No,"Dubai, UAE",UAE,Dubai,,,Owner,25.343567,55.473511
Chevrolet,Groove,Chevrolet Groove,Compact_Midsize_SUV,"58,000",Premiere,"37,900",2023,1,GCC Specs,4,Crossover,Petrol,4,Automatic Transmission,1000 - 1499,100 - 199,4,Red,Black,Yes,"Business Bay, Dubai, UAE",UAE,Dubai,Business Bay,,Owner,25.3005332,55.3596332
Chevrolet,Groove,Chevrolet Groove,Compact_Midsize_SUV,"58,000",Premiere,"37,900",2023,1,GCC Specs,4,Crossover,Petrol,4,Automatic Transmission,1000 - 1499,100 - 199,4,Red,Black,Yes,"Business Bay, Dubai, UAE",UAE,Dubai,Business Bay,,Owner,25.3005332,55.3596332
Ford,Explorer,Ford Explorer,Compact_Midsize_SUV,"57,500",Limited Sport,"123,107",2018,6,American Specs,5,SUV,Petrol,7,Automatic Transmission,Unknown,Unknown,4,White,Beige,Does not apply,"Sharjah, UAE",UAE,Sharjah,,,Owner,25.1524105,55.2340999
Volkswagen,Tiguan,Volkswagen Tiguan,Compact_Midsize_SUV,"57,500",SE,"144,799",2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,100 - 199,4,Grey,Black,No,"Dubai Hills Estate, Dubai, UAE",UAE,Dubai,Dubai Hills Estate,,Dealer,24.9775987,55.0910742
Toyota,4Runner,Toyota 4Runner,Full_sized_SUV,"112,000",Limited,"27,461",2022,2,American Specs,4,SUV,Petrol,5,Automatic Transmission,3500 - 3999,300 - 399,6,Grey,Black,Does not apply,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1939625,55.3392449
Jeep,Grand Cherokee,Jeep Grand Cherokee,Full_sized_SUV,"112,000",Limited,"91,100",2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999,200 - 299,6,Blue,Beige,No,"Green Community, Dubai, UAE",UAE,Dubai,Green Community,,Dealer,25.1790137,55.379422
Jeep,Grand Cherokee,Jeep Grand Cherokee,Full_sized_SUV,"112,000",Laredo,"56,400",2020,4,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999,200 - 299,6,White,Black,Yes,"Green Community, Dubai, UAE",UAE,Dubai,Green Community,,Dealer,25.1790137,55.379422
Nissan,Altima,Nissan Altima,Mid_sized_car,"113,000",SV,  -    ,2024, -   ,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,2500 - 2999,200 - 299,4,White,Unknown,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.0786415,55.1352524
Nissan,Altima,Nissan Altima,Mid_sized_car,"113,000",SV,  -    ,2024, -   ,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,2000 - 2499,100 - 199,4,Silver,Beige,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.0786415,55.1352524
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Premium_fullsized_car,"249,000",S 450,"59,499",2019,5,Other,2,Coupe,Petrol,4,Automatic Transmission,2500 - 2999,300 - 399,6,Grey,Unknown,No,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.3061521,55.3441577
Mercedes-Benz,CLS-Class,Mercedes-Benz Cls-Class,Premium_fullsized_car,"249,000",CLS 53 AMG,"21,000",2020,4,Other,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499,400 - 499,6,Blue,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1524105,55.2340999
BMW,X1,Bmw X1,Subcompact_SUV,"113,000",sDrive20i,"41,706",2020,4,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2000 - 2499,100 - 199,4,Black,Beige,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,Dealer,25.1524105,55.2340999
